,wind,solar,price
2024-10-18 06,0.9155,0.0032,16.3594
2024-10-18 07,0.9165,0.0966,8.3125
2024-10-18 08,0.8511,0.2891,10.4141
2024-10-18 09,0.8101,0.4097,9.1875
2024-10-18 10,0.8481,0.3789,9.9922
2024-10-18 11,0.8555,0.3467,7.6953
2024-10-18 12,0.8604,0.4097,2.6582
2024-10-18 13,0.7944,0.4158,30.8281
2024-10-18 14,0.8071,0.4246,22.2188
2024-10-18 15,0.7729,0.3733,13.7891
2024-10-18 16,0.7451,0.2097,51.0625
2024-10-18 17,0.7144,0.0485,63.0625
2024-10-18 18,0.6680,0.0005,78.8125
2024-10-18 19,0.6562,0.0001,61.3125
2024-10-18 20,0.5859,0.0001,61.1250
2024-10-18 21,0.5117,0.0001,64.3125
2024-10-18 22,0.5483,0.0001,52.3125
2024-10-18 23,0.4915,0.0000,49.7188
2024-10-19 00,0.4902,0.0000,30.8281
2024-10-19 01,0.4866,0.0000,18.1719
2024-10-19 02,0.4768,0.0000,35.5312
2024-10-19 03,0.4695,0.0000,59.0938
2024-10-19 04,0.4526,0.0000,75.9375
2024-10-19 05,0.4661,0.0000,64.4375
2024-10-19 06,0.4697,0.0000,67.0625
2024-10-19 07,0.4856,0.0269,40.4688
2024-10-19 08,0.5034,0.1443,52.5312
2024-10-19 09,0.4883,0.3257,17.3750
2024-10-19 10,0.5029,0.3247,26.9375
2024-10-19 11,0.5103,0.3489,0.3645
2024-10-19 12,0.4426,0.4167,14.8906
2024-10-19 13,0.4260,0.4795,9.0938
2024-10-19 14,0.3711,0.4529,18.2656
2024-10-19 15,0.4607,0.4224,-2.0000
2024-10-19 16,0.5015,0.2499,20.5781
2024-10-19 17,0.5508,0.0551,54.7812
2024-10-19 18,0.4202,0.0004,67.0625
2024-10-19 19,0.4087,0.0001,72.9375
2024-10-19 20,0.3638,0.0001,61.1250
2024-10-19 21,0.3667,0.0000,31.2031
2024-10-19 22,0.3276,0.0000,36.5000
2024-10-19 23,0.2484,0.0000,29.3750
2024-10-20 00,0.2333,0.0000,38.8125
2024-10-20 01,0.1893,0.0000,49.5312
2024-10-20 02,0.2435,0.0000,34.5625
2024-10-20 03,0.2469,0.0000,26.8594
2024-10-20 04,0.2656,0.0000,40.8750
2024-10-20 05,0.2996,0.0000,37.0000
2024-10-20 06,0.3430,0.0003,49.6875
2024-10-20 07,0.3506,0.0435,42.3125
2024-10-20 08,0.3533,0.1729,28.5781
2024-10-20 09,0.2913,0.4478,5.4648
2024-10-20 10,0.2927,0.3684,31.8750
2024-10-20 11,0.2783,0.3105,33.0000
2024-10-20 12,0.2876,0.3721,23.9844
2024-10-20 13,0.3408,0.3796,8.8828
2024-10-20 14,0.3557,0.3496,9.1172
2024-10-20 15,0.3608,0.3191,25.0625
2024-10-20 16,0.3774,0.2047,65.5625
2024-10-20 17,0.3430,0.0345,93.3750
2024-10-20 18,0.3262,0.0004,92.8750
2024-10-20 19,0.2986,0.0001,93.6250
2024-10-20 20,0.3120,0.0001,62.9688
2024-10-20 21,0.3838,0.0000,38.3125
2024-10-20 22,0.4019,0.0000,28.9844
2024-10-20 23,0.4492,0.0000,26.1719
2024-10-21 00,0.4980,0.0000,27.1562
2024-10-21 01,0.4978,0.0000,16.7656
2024-10-21 02,0.4548,0.0000,41.5625
2024-10-21 03,0.4478,0.0000,34.0312
2024-10-21 04,0.4597,0.0000,26.9688
2024-10-21 05,0.4895,0.0000,72.2500
2024-10-21 06,0.4822,0.0000,79.3750
2024-10-21 07,0.4922,0.0162,75.0625
2024-10-21 08,0.5732,0.0963,56.0000
2024-10-21 09,0.5596,0.2362,37.2500
2024-10-21 10,0.5625,0.3362,35.7188
2024-10-21 11,0.6196,0.2294,50.0625
2024-10-21 12,0.6445,0.3269,34.1562
2024-10-21 13,0.7227,0.2269,42.2500
2024-10-21 14,0.7788,0.2084,23.6719
2024-10-21 15,0.7837,0.1715,44.1250
2024-10-21 16,0.7803,0.1407,59.0000
2024-10-21 17,0.6934,0.0256,84.5625
2024-10-21 18,0.6655,0.0003,87.5625
2024-10-21 19,0.5986,0.0000,107.7500
2024-10-21 20,0.6572,0.0001,91.3125
2024-10-21 21,0.6992,0.0000,41.7188
2024-10-21 22,0.7041,0.0000,11.5078
2024-10-21 23,0.6743,0.0000,0.5176
2024-10-22 00,0.6377,0.0000,-2.0000
2024-10-22 01,0.5684,0.0000,-2.0000
2024-10-22 02,0.5322,0.0000,28.2656
2024-10-22 03,0.5625,0.0000,16.9219
2024-10-22 04,0.5400,0.0000,18.6562
2024-10-22 05,0.5176,0.0000,29.0312
2024-10-22 06,0.5312,0.0001,61.4688
2024-10-22 07,0.5337,0.0088,42.6875
2024-10-22 08,0.5039,0.0461,49.8125
2024-10-22 09,0.4890,0.0989,64.7500
2024-10-22 10,0.4785,0.1439,49.1250
2024-10-22 11,0.5049,0.0862,27.1406
2024-10-22 12,0.5078,0.0859,48.9375
2024-10-22 13,0.4543,0.0814,66.5625
2024-10-22 14,0.4482,0.0825,47.5312
2024-10-22 15,0.4434,0.0634,45.9688
2024-10-22 16,0.3989,0.0227,70.5000
2024-10-22 17,0.3628,0.0113,76.1875
2024-10-22 18,0.3096,0.0001,110.4375
2024-10-22 19,0.2566,0.0000,118.1875
2024-10-22 20,0.2395,0.0000,96.0625
2024-10-22 21,0.2133,0.0000,101.0000
2024-10-22 22,0.2006,0.0000,99.7500
2024-10-22 23,0.1985,0.0000,83.1250
2024-10-23 00,0.2235,0.0000,73.2500
2024-10-23 01,0.2314,0.0000,54.1250
2024-10-23 02,0.2021,0.0000,48.7500
2024-10-23 03,0.2355,0.0000,57.7188
2024-10-23 04,0.2203,0.0000,70.1250
2024-10-23 05,0.2014,0.0000,88.5000
2024-10-23 06,0.1473,0.0000,102.4375
2024-10-23 07,0.1438,0.0088,84.6250
2024-10-23 08,0.1276,0.0423,72.1250
2024-10-23 09,0.1207,0.1219,71.6875
2024-10-23 10,0.1593,0.0866,70.0000
2024-10-23 11,0.1855,0.0862,87.0625
2024-10-23 12,0.1541,0.1368,73.0625
2024-10-23 13,0.1483,0.0922,69.7500
2024-10-23 14,0.1672,0.0825,53.8125
2024-10-23 15,0.1646,0.0793,50.5000
2024-10-23 16,0.1682,0.0227,60.4062
2024-10-23 17,0.1552,0.0019,86.2500
2024-10-23 18,0.1373,0.0000,103.8750
2024-10-23 19,0.1478,0.0000,103.5625
2024-10-23 20,0.1602,0.0000,86.1250
2024-10-23 21,0.1636,0.0000,85.3750
2024-10-23 22,0.1917,0.0000,77.3125
2024-10-23 23,0.3025,0.0000,72.0000
2024-10-24 00,0.2969,0.0000,64.8125
2024-10-24 01,0.2874,0.0000,85.3750
2024-10-24 02,0.2952,0.0000,79.1250
2024-10-24 03,0.3000,0.0000,69.5000
2024-10-24 04,0.3240,0.0000,58.4688
2024-10-24 05,0.3489,0.0000,70.2500
2024-10-24 06,0.4883,0.0016,66.0625
2024-10-24 07,0.5347,0.0562,49.4375
2024-10-24 08,0.5366,0.2134,28.2344
2024-10-24 09,0.4880,0.3086,46.5000
2024-10-24 10,0.5425,0.3545,40.5938
2024-10-24 11,0.5654,0.3484,28.6406
2024-10-24 12,0.6323,0.3752,43.2812
2024-10-24 13,0.6279,0.4490,38.0938
2024-10-24 14,0.6890,0.4404,45.3438
2024-10-24 15,0.7178,0.3098,48.2500
2024-10-24 16,0.7246,0.1693,62.4688
2024-10-24 17,0.7539,0.0325,89.5625
2024-10-24 18,0.7466,0.0002,116.8125
2024-10-24 19,0.7847,0.0000,110.7500
2024-10-24 20,0.7500,0.0000,106.1875
2024-10-24 21,0.7222,0.0000,89.4375
2024-10-24 22,0.7041,0.0000,84.5625
2024-10-24 23,0.6895,0.0000,61.9375
2024-10-25 00,0.6655,0.0000,51.8125
2024-10-25 01,0.6626,0.0000,55.6250
2024-10-25 02,0.6729,0.0000,65.3125
2024-10-25 03,0.6011,0.0000,67.0625
2024-10-25 04,0.6445,0.0000,62.0625
2024-10-25 05,0.6958,0.0001,66.2500
2024-10-25 06,0.7026,0.0024,80.1875
2024-10-25 07,0.6948,0.0891,59.5938
2024-10-25 08,0.6772,0.3496,49.1562
2024-10-25 09,0.6704,0.5571,31.5938
2024-10-25 10,0.6860,0.6748,41.7500
2024-10-25 11,0.7227,0.6821,17.1719
2024-10-25 12,0.7261,0.6045,25.9688
2024-10-25 13,0.6694,0.6704,19.4844
2024-10-25 14,0.7021,0.5190,45.5312
2024-10-25 15,0.7134,0.4238,43.0938
2024-10-25 16,0.7139,0.3027,36.0625
2024-10-25 17,0.7461,0.0608,47.5938
2024-10-25 18,0.7393,0.0005,67.4375
2024-10-25 19,0.7466,0.0001,69.1875
2024-10-25 20,0.6938,0.0001,51.5000
2024-10-25 21,0.6191,0.0001,61.5625
2024-10-25 22,0.6152,0.0001,36.7188
2024-10-25 23,0.5947,0.0000,37.1875
2024-10-26 00,0.4797,0.0000,35.8750
2024-10-26 01,0.5723,0.0000,25.6406
2024-10-26 02,0.5571,0.0000,41.4062
2024-10-26 03,0.5195,0.0000,42.6250
2024-10-26 04,0.4644,0.0000,55.5938
2024-10-26 05,0.4360,0.0001,47.7500
2024-10-26 06,0.4160,0.0021,60.9688
2024-10-26 07,0.3801,0.0815,51.7812
2024-10-26 08,0.2744,0.2512,61.8125
2024-10-26 09,0.1997,0.3865,60.7500
2024-10-26 10,0.1271,0.4800,60.5938
2024-10-26 11,0.1136,0.4888,53.5312
2024-10-26 12,0.1177,0.4316,42.0312
2024-10-26 13,0.0542,0.5566,37.5000
2024-10-26 14,0.0691,0.4595,48.5312
2024-10-26 15,0.0716,0.2954,36.1250
2024-10-26 16,0.0086,0.2262,65.9375
2024-10-26 17,0.0587,0.0415,93.4375
2024-10-26 18,0.0099,0.0003,115.6875
2024-10-26 19,0.0080,0.0001,126.8750
2024-10-26 20,0.0177,0.0001,114.7500
2024-10-26 21,0.0008,0.0001,97.7500
2024-10-26 22,0.0439,0.0001,102.0625
2024-10-26 23,0.0034,0.0000,115.8125
2024-10-27 00,0.0095,0.0000,108.2500
2024-10-27 01,0.0374,0.0000,100.6875
2024-10-27 02,0.0200,0.0000,81.0000
2024-10-27 03,0.0627,0.0000,87.5625
2024-10-27 04,0.0734,0.0000,81.8750
2024-10-27 05,0.0213,0.0000,94.2500
2024-10-27 06,0.0224,0.0009,72.0625
2024-10-27 07,0.0026,0.0610,81.5000
2024-10-27 08,0.1215,0.2202,62.6875
2024-10-27 09,0.0217,0.2260,70.2500
2024-10-27 10,0.0090,0.2896,78.9375
2024-10-27 11,0.0230,0.3523,61.8438
2024-10-27 12,0.0023,0.3362,67.9375
2024-10-27 13,0.0253,0.4502,51.4062
2024-10-27 14,0.1085,0.4377,42.6875
2024-10-27 15,0.0103,0.3037,54.7500
2024-10-27 16,0.0195,0.1993,76.1875
2024-10-27 17,0.0197,0.0243,106.6250
2024-10-27 18,0.0853,0.0001,104.6875
2024-10-27 19,0.0011,0.0001,142.6250
2024-10-27 20,0.0008,0.0001,134.5000
2024-10-27 21,0.0200,0.0000,110.6250
2024-10-27 22,0.0016,0.0000,122.8125
2024-10-27 23,0.0021,0.0000,118.0000
2024-10-28 00,0.0236,0.0000,119.4375
2024-10-28 01,0.0158,0.0000,103.5625
2024-10-28 02,0.0195,0.0000,123.6250
2024-10-28 03,0.0473,0.0000,126.9375
2024-10-28 04,0.0057,0.0000,122.3125
2024-10-28 05,0.0108,0.0001,131.8750
2024-10-28 06,0.0201,0.0020,131.5000
2024-10-28 07,0.0253,0.0557,124.0000
2024-10-28 08,0.0164,0.1661,103.9375
2024-10-28 09,0.0118,0.2510,96.6875
2024-10-28 10,0.0082,0.3264,91.4375
2024-10-28 11,0.0207,0.3267,88.1875
2024-10-28 12,0.0210,0.3992,82.0625
2024-10-28 13,0.0254,0.4485,154.1250
2024-10-28 14,0.0321,0.4673,62.6250
2024-10-28 15,0.0634,0.3369,79.8125
2024-10-28 16,0.1136,0.1523,93.0000
2024-10-28 17,0.1447,0.0219,100.6875
2024-10-28 18,0.1292,0.0001,114.2500
2024-10-28 19,0.1343,0.0000,97.1250
2024-10-28 20,0.1533,0.0000,109.9375
2024-10-28 21,0.1530,0.0000,91.2500
2024-10-28 22,0.1597,0.0000,108.6875
2024-10-28 23,0.1619,0.0000,106.5000
2024-10-29 00,0.1771,0.0000,105.8750
2024-10-29 01,0.1997,0.0000,80.5000
2024-10-29 02,0.2026,0.0000,85.5625
2024-10-29 03,0.2080,0.0000,79.8750
2024-10-29 04,0.2435,0.0000,92.6250
2024-10-29 05,0.2435,0.0000,85.1875
2024-10-29 06,0.2471,0.0015,84.6875
2024-10-29 07,0.2255,0.0652,81.1250
2024-10-29 08,0.1554,0.2395,77.0000
2024-10-29 09,0.1030,0.3503,86.0000
2024-10-29 10,0.0972,0.3848,76.6250
2024-10-29 11,0.0817,0.4421,81.6250
2024-10-29 12,0.0793,0.5054,66.2500
2024-10-29 13,0.0742,0.5889,43.5938
2024-10-29 14,0.1725,0.4573,40.1250
2024-10-29 15,0.2214,0.3059,54.8125
2024-10-29 16,0.2710,0.1421,88.4375
2024-10-29 17,0.2964,0.0310,85.9375
2024-10-29 18,0.2781,0.0001,93.5000
2024-10-29 19,0.2820,0.0001,112.5625
2024-10-29 20,0.3015,0.0001,103.0000
2024-10-29 21,0.2847,0.0001,92.4375
2024-10-29 22,0.2426,0.0001,81.6875
2024-10-29 23,0.2124,0.0000,89.5625
2024-10-30 00,0.1774,0.0000,70.0625
2024-10-30 01,0.2308,0.0000,60.7500
2024-10-30 02,0.2329,0.0000,59.5938
2024-10-30 03,0.3899,0.0000,16.6875
2024-10-30 04,0.4509,0.0000,42.0938
2024-10-30 05,0.5190,0.0001,8.0938
2024-10-30 06,0.5322,0.0036,2.6699
2024-10-30 07,0.5244,0.0937,74.0625
2024-10-30 08,0.5610,0.2898,61.5625
2024-10-30 09,0.6421,0.4753,38.1875
2024-10-30 10,0.6504,0.5298,6.3203
2024-10-30 11,0.6733,0.5288,12.6562
2024-10-30 12,0.6821,0.6377,-2.0000
2024-10-30 13,0.6855,0.6738,-2.0000
2024-10-30 14,0.6450,0.6196,-2.0000
2024-10-30 15,0.6899,0.4019,-2.0000
2024-10-30 16,0.7310,0.1962,12.4844
2024-10-30 17,0.7173,0.0416,26.7188
2024-10-30 18,0.6650,0.0004,46.7188
2024-10-30 19,0.6685,0.0001,55.6250
2024-10-30 20,0.5708,0.0001,45.9375
2024-10-30 21,0.5767,0.0001,42.0625
2024-10-30 22,0.6294,0.0001,31.1875
2024-10-30 23,0.5942,0.0000,47.5625
2024-10-31 00,0.6284,0.0000,40.8438
2024-10-31 01,0.6382,0.0000,15.7891
2024-10-31 02,0.6675,0.0000,9.2188
2024-10-31 03,0.6865,0.0000,-2.0000
2024-10-31 04,0.7026,0.0000,-2.0000
2024-10-31 05,0.6104,0.0001,21.2188
2024-10-31 06,0.6445,0.0042,50.5938
2024-10-31 07,0.6406,0.0867,31.0625
2024-10-31 08,0.5889,0.2467,39.7500
2024-10-31 09,0.5464,0.4319,28.3906
2024-10-31 10,0.5337,0.5376,18.0000
2024-10-31 11,0.5181,0.5884,19.0156
2024-10-31 12,0.3901,0.6255,17.4844
2024-10-31 13,0.3147,0.7134,0.3965
2024-10-31 14,0.3325,0.6494,16.7812
2024-10-31 15,0.2375,0.4504,40.3125
2024-10-31 16,0.2588,0.2058,65.5000
2024-10-31 17,0.2747,0.0449,83.2500
2024-10-31 18,0.2285,0.0004,86.5000
2024-10-31 19,0.2079,0.0001,110.6250
2024-10-31 20,0.0551,0.0001,116.9375
2024-10-31 21,0.0126,0.0001,117.5625
2024-10-31 22,0.0306,0.0000,95.2500
2024-10-31 23,0.0216,0.0000,129.8750
2024-11-01 00,0.0436,0.0000,132.2500
2024-11-01 01,0.0100,0.0000,112.1875
2024-11-01 02,0.0045,0.0000,98.6875
2024-11-01 03,0.0103,0.0000,115.2500
2024-11-01 04,0.0012,0.0000,97.5625
2024-11-01 05,0.0066,0.0000,130.3750
2024-11-01 06,0.0371,0.0000,146.0000
2024-11-01 07,0.0490,0.0145,150.1250
2024-11-01 08,0.0450,0.1318,126.1875
2024-11-01 09,0.0255,0.2365,132.2500
2024-11-01 10,0.0326,0.3525,115.4375
2024-11-01 11,0.0647,0.4182,121.5625
2024-11-01 12,0.0870,0.4360,108.7500
2024-11-01 13,0.1285,0.3755,86.6875
2024-11-01 14,0.1594,0.3379,79.8125
2024-11-01 15,0.2114,0.1943,79.1250
2024-11-01 16,0.2573,0.0688,110.5625
2024-11-01 17,0.2700,0.0022,117.0000
2024-11-01 18,0.2766,0.0001,118.9375
2024-11-01 19,0.2443,0.0001,145.8750
2024-11-01 20,0.2615,0.0001,129.6250
2024-11-01 21,0.3108,0.0001,117.6875
2024-11-01 22,0.2866,0.0001,112.6250
2024-11-01 23,0.2585,0.0000,97.6875
2024-11-02 00,0.2058,0.0000,89.1250
2024-11-02 01,0.1749,0.0000,72.3125
2024-11-02 02,0.1630,0.0000,75.3750
2024-11-02 03,0.1015,0.0000,94.0625
2024-11-02 04,0.2399,0.0000,56.6875
2024-11-02 05,0.2281,0.0000,70.3125
2024-11-02 06,0.2239,0.0000,89.9375
2024-11-02 07,0.2168,0.0152,91.4375
2024-11-02 08,0.1881,0.1349,89.4375
2024-11-02 09,0.2035,0.2922,82.4375
2024-11-02 10,0.1592,0.4348,62.5938
2024-11-02 11,0.1584,0.4697,62.3438
2024-11-02 12,0.1112,0.4963,39.9688
2024-11-02 13,0.1598,0.3850,18.7812
2024-11-02 14,0.2059,0.3608,39.7812
2024-11-02 15,0.2028,0.2698,62.4688
2024-11-02 16,0.2380,0.0705,98.2500
2024-11-02 17,0.3003,0.0010,99.8750
2024-11-02 18,0.2998,0.0000,112.0000
2024-11-02 19,0.2379,0.0000,147.5000
2024-11-02 20,0.2260,0.0001,140.6250
2024-11-02 21,0.2256,0.0001,105.5000
2024-11-02 22,0.2463,0.0000,116.6250
2024-11-02 23,0.2512,0.0000,95.4375
2024-11-03 00,0.2815,0.0000,86.4375
2024-11-03 01,0.1309,0.0000,93.9375
2024-11-03 02,0.1279,0.0000,89.0000
2024-11-03 03,0.0900,0.0000,83.4375
2024-11-03 04,0.0072,0.0000,83.3750
2024-11-03 05,0.0231,0.0000,89.5000
2024-11-03 06,0.0102,0.0000,70.0625
2024-11-03 07,0.0085,0.0222,67.0000
2024-11-03 08,0.0647,0.2056,46.5625
2024-11-03 09,0.0021,0.3647,55.0000
2024-11-03 10,0.0228,0.5396,32.4375
2024-11-03 11,0.0088,0.5508,51.7812
2024-11-03 12,0.0384,0.4893,61.0000
2024-11-03 13,0.0020,0.3936,55.7188
2024-11-03 14,0.0301,0.3823,38.0312
2024-11-03 15,0.0108,0.2930,53.5625
2024-11-03 16,0.0209,0.0983,89.0000
2024-11-03 17,0.0027,0.0024,43.7812
2024-11-03 18,0.0298,0.0001,49.9062
2024-11-03 19,0.0291,0.0001,62.3438
2024-11-03 20,0.0045,0.0001,63.1250
2024-11-03 21,0.0070,0.0001,52.1875
2024-11-03 22,0.0090,0.0001,52.1875
2024-11-03 23,0.0043,0.0000,87.8125
2024-11-04 00,0.0215,0.0000,99.5000
2024-11-04 01,0.0259,0.0000,89.2500
2024-11-04 02,0.0025,0.0000,86.8750
2024-11-04 03,0.0095,0.0000,102.8750
2024-11-04 04,0.0650,0.0000,109.8125
2024-11-04 05,0.0629,0.0000,126.6250
2024-11-04 06,0.1122,0.0000,118.1875
2024-11-04 07,0.1250,0.0020,129.8750
2024-11-04 08,0.1020,0.0781,100.5000
2024-11-04 09,0.1187,0.1675,108.1250
2024-11-04 10,0.1086,0.2930,97.0625
2024-11-04 11,0.1467,0.3706,83.4375
2024-11-04 12,0.1924,0.3506,17.8438
2024-11-04 13,0.2327,0.3428,14.8281
2024-11-04 14,0.3472,0.2463,81.7500
2024-11-04 15,0.3660,0.1583,85.1250
2024-11-04 16,0.3584,0.0581,110.1250
2024-11-04 17,0.3362,0.0013,130.1250
2024-11-04 18,0.3030,0.0000,128.0000
2024-11-04 19,0.3699,0.0000,93.9375
2024-11-04 20,0.3550,0.0000,90.9375
2024-11-04 21,0.3347,0.0001,88.9375
2024-11-04 22,0.3345,0.0001,79.1250
2024-11-04 23,0.2817,0.0000,83.6250
2024-11-05 00,0.1957,0.0000,93.7500
2024-11-05 01,0.1749,0.0000,94.1875
2024-11-05 02,0.1487,0.0000,74.0000
2024-11-05 03,0.0994,0.0000,93.5000
2024-11-05 04,0.0551,0.0000,128.0000
2024-11-05 05,0.0332,0.0000,130.6250
2024-11-05 06,0.0255,0.0000,151.5000
2024-11-05 07,0.0410,0.0118,162.1250
2024-11-05 08,0.0524,0.1276,137.2500
2024-11-05 09,0.0482,0.2266,92.9375
2024-11-05 10,0.0632,0.3799,6.6641
2024-11-05 11,0.0524,0.4805,86.5000
2024-11-05 12,0.0527,0.4897,92.3125
2024-11-05 13,0.0491,0.5215,85.8125
2024-11-05 14,0.0819,0.4216,82.5000
2024-11-05 15,0.0726,0.2394,98.8125
2024-11-05 16,0.1207,0.0909,116.6875
2024-11-05 17,0.1393,0.0022,153.7500
2024-11-05 18,0.1216,0.0001,151.8750
2024-11-05 19,0.1874,0.0001,142.0000
2024-11-05 20,0.2505,0.0001,124.8125
2024-11-05 21,0.3015,0.0001,98.8750
2024-11-05 22,0.3010,0.0000,106.8125
2024-11-05 23,0.3540,0.0000,80.5625
2024-11-06 00,0.3584,0.0000,69.8125
2024-11-06 01,0.3318,0.0000,75.7500
2024-11-06 02,0.3274,0.0000,52.3750
2024-11-06 03,0.3242,0.0000,57.9688
2024-11-06 04,0.2827,0.0000,79.1250
2024-11-06 05,0.2129,0.0000,77.2500
2024-11-06 06,0.1959,0.0000,87.0000
2024-11-06 07,0.1973,0.0098,111.3750
2024-11-06 08,0.1918,0.1385,96.1875
2024-11-06 09,0.2191,0.2874,83.0000
2024-11-06 10,0.1827,0.4216,83.7500
2024-11-06 11,0.1628,0.5342,63.4375
2024-11-06 12,0.1670,0.5562,44.6250
2024-11-06 13,0.1609,0.5493,51.5312
2024-11-06 14,0.1899,0.4141,80.8125
2024-11-06 15,0.2083,0.2634,101.5000
2024-11-06 16,0.2421,0.0974,106.1250
2024-11-06 17,0.3499,0.0023,120.8125
2024-11-06 18,0.3245,0.0001,147.2500
2024-11-06 19,0.2998,0.0001,149.8750
2024-11-06 20,0.3408,0.0001,133.1250
2024-11-06 21,0.3049,0.0001,124.1875
2024-11-06 22,0.2783,0.0001,131.3750
2024-11-06 23,0.2627,0.0000,125.0625
2024-11-07 00,0.2639,0.0000,112.1250
2024-11-07 01,0.2739,0.0000,106.6250
2024-11-07 02,0.3213,0.0000,118.2500
2024-11-07 03,0.3525,0.0000,102.6875
2024-11-07 04,0.3325,0.0000,125.5000
2024-11-07 05,0.3218,0.0000,144.7500
2024-11-07 06,0.1420,0.0000,165.8750
2024-11-07 07,0.1550,0.0020,162.2500
2024-11-07 08,0.1617,0.0345,169.0000
2024-11-07 09,0.2678,0.0743,146.8750
2024-11-07 10,0.3198,0.1260,134.7500
2024-11-07 11,0.2795,0.2323,104.7500
2024-11-07 12,0.2988,0.2136,104.0625
2024-11-07 13,0.3188,0.2089,102.4375
2024-11-07 14,0.3452,0.1149,96.6875
2024-11-07 15,0.3191,0.0545,100.7500
2024-11-07 16,0.1952,0.0601,113.4375
2024-11-07 17,0.1460,0.0019,131.6250
2024-11-07 18,0.0543,0.0000,143.3750
2024-11-07 19,0.0171,0.0000,141.2500
2024-11-07 20,0.0258,0.0001,121.0625
2024-11-07 21,0.0170,0.0001,95.9375
2024-11-07 22,0.0074,0.0000,100.6250
2024-11-07 23,0.0262,0.0000,92.3125
2024-11-08 00,0.0168,0.0000,92.4375
2024-11-08 01,0.0333,0.0000,100.9375
2024-11-08 02,0.0043,0.0000,104.6875
2024-11-08 03,0.0009,0.0000,130.7500
2024-11-08 04,0.0141,0.0000,125.5625
2024-11-08 05,0.0883,0.0000,149.2500
2024-11-08 06,0.1288,0.0000,160.1250
2024-11-08 07,0.1656,0.0086,134.1250
2024-11-08 08,0.1390,0.0605,148.0000
2024-11-08 09,0.1399,0.1323,136.3750
2024-11-08 10,0.1497,0.2042,126.4375
2024-11-08 11,0.1395,0.3113,107.7500
2024-11-08 12,0.1290,0.3469,97.1250
2024-11-08 13,0.1882,0.2460,124.4375
2024-11-08 14,0.2915,0.2249,127.5000
2024-11-08 15,0.2976,0.2094,119.1250
2024-11-08 16,0.3594,0.0910,122.7500
2024-11-08 17,0.3469,0.0027,144.8750
2024-11-08 18,0.2996,0.0000,160.6250
2024-11-08 19,0.2693,0.0000,148.0000
2024-11-08 20,0.2285,0.0001,152.2500
2024-11-08 21,0.2515,0.0001,141.7500
2024-11-08 22,0.2440,0.0000,150.2500
2024-11-08 23,0.2551,0.0000,34.9062
2024-11-09 00,0.2920,0.0000,20.6875
2024-11-09 01,0.2979,0.0000,10.9766
2024-11-09 02,0.3093,0.0000,-2.0000
2024-11-09 03,0.3215,0.0000,143.2500
2024-11-09 04,0.3477,0.0000,127.3750
2024-11-09 05,0.3657,0.0000,126.0625
2024-11-09 06,0.3770,0.0000,107.8750
2024-11-09 07,0.3931,0.0020,98.1250
2024-11-09 08,0.4006,0.0345,110.5625
2024-11-09 09,0.4065,0.1017,88.1875
2024-11-09 10,0.3940,0.1915,71.1250
2024-11-09 11,0.4194,0.2230,123.7500
2024-11-09 12,0.4138,0.1770,134.1250
2024-11-09 13,0.4038,0.1735,166.8750
2024-11-09 14,0.3049,0.1436,132.6250
2024-11-09 15,0.2981,0.0716,149.8750
2024-11-09 16,0.2861,0.0311,169.5000
2024-11-09 17,0.2281,0.0011,127.3750
2024-11-09 18,0.1965,0.0000,135.5000
2024-11-09 19,0.1440,0.0000,161.8750
2024-11-09 20,0.1217,0.0000,149.6250
2024-11-09 21,0.1086,0.0000,138.2500
2024-11-09 22,0.0538,0.0000,121.2500
2024-11-09 23,0.0518,0.0000,116.5625
2024-11-10 00,0.0288,0.0000,112.4375
2024-11-10 01,0.0061,0.0000,113.0000
2024-11-10 02,0.0943,0.0000,101.9375
2024-11-10 03,0.0062,0.0000,120.8125
2024-11-10 04,0.0573,0.0000,135.6250
2024-11-10 05,0.0198,0.0000,144.8750
2024-11-10 06,0.0280,0.0000,136.1250
2024-11-10 07,0.0142,0.0136,146.0000
2024-11-10 08,0.0502,0.1250,137.5000
2024-11-10 09,0.0093,0.2527,133.8750
2024-11-10 10,0.0083,0.2971,125.8125
2024-11-10 11,0.0602,0.3325,103.7500
2024-11-10 12,0.0523,0.2671,128.3750
2024-11-10 13,0.0052,0.2947,118.0000
2024-11-10 14,0.0227,0.2795,137.3750
2024-11-10 15,0.0078,0.1683,119.8750
2024-11-10 16,0.0102,0.0343,135.8750
2024-11-10 17,0.0228,0.0002,151.7500
2024-11-10 18,0.0035,0.0000,156.1250
2024-11-10 19,0.0037,0.0000,179.8750
2024-11-10 20,0.0194,0.0000,183.5000
2024-11-10 21,0.0331,0.0000,175.2500
2024-11-10 22,0.0414,0.0000,172.0000
2024-11-10 23,0.0612,0.0000,175.6250
2024-11-11 00,0.0646,0.0000,165.7500
2024-11-11 01,0.0815,0.0000,145.8750
2024-11-11 02,0.1398,0.0000,139.3750
2024-11-11 03,0.1454,0.0000,132.1250
2024-11-11 04,0.1598,0.0000,137.0000
2024-11-11 05,0.1793,0.0000,149.8750
2024-11-11 06,0.1836,0.0000,132.7500
2024-11-11 07,0.1926,0.0116,138.3750
2024-11-11 08,0.1898,0.1132,126.9375
2024-11-11 09,0.1932,0.2313,116.2500
2024-11-11 10,0.2145,0.2537,105.3125
2024-11-11 11,0.2339,0.2329,120.8750
